#RUN | HMS EVENTS | SHMS EVENTS | HMS TRACK   | E TRACK     | SHMS TRACK  | H TRACK     | PI TRACK    | K TRACK     | p TRACK    | ACC EDTM | PS1   | PS3    | TIME  | CHARGE  | PS1 COUNT | PS3 COUNT | COMP LT | HMS ELEC LT | SHMS ELEC LT | SENT EDTM
#    | UNCERTAINTIES FOLLOW THE VALUES (i.e. TWICE AS MANY COLUMNS AS INDICATED |
# with T_coin_pTRIG3_ROC2_tdcTime cuts (5154-5158) plots look better without it
# 5154 5153720 2270 30931749 5562 0.9006 0.0035 0.9733 0.0058 0.8778 0.0039 0.8970 0.0047 0.9031 0.0061 0.8922 0.0081 0.8719 0.0162 7113503 275588553 53665170 798.599 38175.884 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 7457775 2731 213053 462 0.8996 0.0029 0.9729 0.0049 0.8375 0.0801 0.8352 0.0933 0.8814 0.1676 0.8085 0.1247 0.8261 0.2561 29181708 28368688 39530270 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 7451665 2730 217422 466 0.8996 0.0029 0.9729 0.0049 0.8408 0.0795 0.8389 0.0926 0.8833 0.1665 0.8144 0.1234 0.8261 0.2561 29684489 29002964 39426530 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 240110 490 40862229 6392 0.8929 0.0160 0.9760 0.0273 0.8760 0.0037 0.8952 0.0043 0.9007 0.0057 0.8919 0.0075 0.8682 0.0150 9055321 358136439 6686615 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 42900 207 38646375 6217 0.8240 0.0324 0.9639 0.0654 0.8757 0.0038 0.8950 0.0045 0.9011 0.0059 0.8910 0.0077 0.8672 0.0154 35704068 225014551 7207005 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 42900 207 0 0 0.8240 0.0324 0.9639 0.0654 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 35704068 0 7207005 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5154 9165 96 38624273 6215 0.9316 0.0877 0.9890 0.1470 0.8757 0.0038 0.8950 0.0045 0.9011 0.0059 0.8910 0.0077 0.8672 0.0154 35322388 223177515 59605 726.515 38024.455 200972011 48326837 0.9822 0.0018 0.9963 0.0010 0.9823 0.0016 7986135
5151 -15 -nan 34129377 5842 0.8857 0.2184 0.7778 0.3920 0.7708 0.0067 0.7970 0.0081 0.8146 0.0117 0.7782 0.0122 0.7867 0.0306 2280327 308061117 -296 741.857 23748.840 375582261 55053510 0.1231 0.0001 0.9935 0.0013 0.9495 0.0023 7418704
5165 3201 57 -16249 -nan 0.9254 0.0941 0.9615 0.1555 0.8756 0.0119 0.8884 0.0140 0.8982 0.0181 0.8719 0.0247 0.8779 0.0508 6469411 -153288 22077 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
5165 3201 57 -16249 -nan 0.9254 0.0941 0.9615 0.1555 0.8756 0.0119 0.8884 0.0140 0.8982 0.0181 0.8719 0.0247 0.8779 0.0508 6469411 -153288 22077 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
5165 3201 57 -16249 -nan 0.9254 0.0941 0.9615 0.1555 0.8756 0.0119 0.8884 0.0140 0.8982 0.0181 0.8719 0.0247 0.8779 0.0508 6469411 -153288 22077 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
5165 5643 75 -16249 -nan 0.9213 0.0705 0.9769 0.1219 0.8756 0.0119 0.8884 0.0140 0.8982 0.0181 0.8719 0.0247 0.8779 0.0508 6482281 -153288 36234 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
5165 5643 75 -16249 -nan 0.9213 0.0705 0.9769 0.1219 0.8756 0.0119 0.8884 0.0140 0.8982 0.0181 0.8719 0.0247 0.8779 0.0508 21145 -153288 36234 810.278 12150.796 163876143 34484973 -0.0064 -0.0000 0.9979 0.0008 0.9876 0.0014 9645385
