Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
8094,8095,4.008,0.250,2,6,43.732,43.692,44.263,-1.950
8095,8096,4.008,0.250,2,6,43.740,43.673,44.278,-1.950
8096,8097,4.008,0.250,2,6,43.722,43.661,44.281,-1.950
8097,8098,4.008,0.250,2,6,43.731,43.674,44.250,-1.950
8098,8099,4.008,0.250,2,6,43.745,43.687,44.288,-1.950
8099,8100,4.008,0.250,2,6,43.736,43.695,44.264,-1.950
8100,8101,4.008,0.250,2,6,43.735,43.661,44.276,-1.950
8101,8102,4.008,0.250,2,6,43.740,43.662,44.277,-1.950
8102,8103,4.008,0.250,2,6,43.731,43.667,44.241,-1.950
8103,8104,4.008,0.250,2,6,43.734,43.671,44.291,-1.950
8104,8105,4.008,0.250,2,6,43.737,43.663,44.315,-1.950
8105,8106,4.008,0.250,2,6,43.734,43.679,44.271,-1.950
8106,8107,4.008,0.250,2,6,43.732,43.680,44.310,-1.950
8107,8108,4.008,0.250,2,6,43.730,43.695,44.257,-1.950
8108,8109,4.008,0.250,2,6,43.746,43.668,44.310,-1.950
8109,8110,4.008,0.250,2,6,43.733,43.670,44.205,-1.950
